Assay_Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	analysis_type	collection_date	env_biome	env_feature	env_material	flowcell_barcode	geo_loc_name	gssr_id	host	host_age	host_disease	host_sex	host_subject_id	instrument_name	isolation_source	lane	lat_lon	library_type	lsid	product_order	project	read_group_id	run_barcode	run_name	work_request	AssemblyName	Consent	Organism
RNA-Seq	207	PRJNA78317	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX110721	650	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-51586	2012-01-21	561	208	ILLUMINA	2011-12-08	SRR388281	SRS024887	SRP009667	unidentified						809TMABXX								SL-HBE		1					G9952		809TMABXX110110	110110_SL-HBE_0080_AFC809TMABXX	24507		public	human gut metagenome
RNA-Seq	207	PRJNA78317	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX110721	650	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-51586	2012-01-21	444	166	ILLUMINA	2011-12-08	SRR388282	SRS024887	SRP009667	unidentified						809TMABXX								SL-HBE		8					G9952		809TMABXX110110	110110_SL-HBE_0080_AFC809TMABXX	24507		public	human gut metagenome
RNA-Seq	207	PRJNA78317	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX110721	650	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-51586	2012-01-21	701	251	ILLUMINA	2011-12-08	SRR388283	SRS024887	SRP009667	unidentified						809TMABXX								SL-HBE		3					G9952		809TMABXX110110	110110_SL-HBE_0080_AFC809TMABXX	24507		public	human gut metagenome
RNA-Seq	208	PRJNA78317	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX110722	650	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-51586	2012-01-21	830	300	ILLUMINA	2011-12-08	SRR388284	SRS024887	SRP009667	unidentified						809RGABXX								SL-HBF		2					G9952		809RGABXX110126	110126_SL-HBF_0121_AFC809RGABXX	24507		public	human gut metagenome
RNA-Seq	207	PRJNA78317	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX110721	650	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-51586	2012-01-21	495	180	ILLUMINA	2011-12-08	SRR388285	SRS024887	SRP009667	unidentified						809TMABXX								SL-HBE		6					G9952		809TMABXX110110	110110_SL-HBE_0080_AFC809TMABXX	24507		public	human gut metagenome
RNA-Seq	210	PRJNA78323	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX110709	450	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-65622	2012-01-21	2658	1662	ILLUMINA	2011-12-08	SRR388289	SRS024887	SRP009665	unidentified						D03WNACXX								SL-HBV		1					G13335		D03WNACXX110702	110702_SL-HBV_0098_AFCD03WNACXX	25373		public	human gut metagenome
RNA-Seq	210	PRJNA78323	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX110709	450	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-65622	2012-01-21	2630	1624	ILLUMINA	2011-12-08	SRR388291	SRS024887	SRP009665	unidentified						D03WNACXX								SL-HBV		2					G13335		D03WNACXX110702	110702_SL-HBV_0098_AFCD03WNACXX	25373		public	human gut metagenome
RNA-Seq	210	PRJNA78323	SAMN00009845		BI	sra	ncbi		SRX110709	450	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-65622	2012-01-21	2544	1558	ILLUMINA	2011-12-08	SRR388318	SRS024887	SRP009665	unidentified						D03WNACXX								SL-HBV		3					G13335		D03WNACXX110702	110702_SL-HBV_0098_AFCD03WNACXX	25373		public	human gut metagenome
RNA-Seq	210	PRJNA78827	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX111065	580	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-64362	2012-01-21	1115	664	ILLUMINA	2011-12-11	SRR388739	SRS024887	SRP009687	unidentified						B09GAABXX								SL-HAX		6					G13367		B09GAABXX110614	110614_SL-HAX_0162_AFCB09GAABXX	25451		public	human gut metagenome
RNA-Seq	210	PRJNA78827	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX111065	580	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-64362	2012-01-21	1090	642	ILLUMINA	2011-12-11	SRR388748	SRS024887	SRP009687	unidentified						B09GAABXX								SL-HAX		7					G13367		B09GAABXX110614	110614_SL-HAX_0162_AFCB09GAABXX	25451		public	human gut metagenome
RNA-Seq	210	PRJNA78827	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX111065	580	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-64362	2012-01-21	1123	664	ILLUMINA	2011-12-11	SRR388759	SRS024887	SRP009687	unidentified						B09GAABXX								SL-HAX		5					G13367		B09GAABXX110614	110614_SL-HAX_0162_AFCB09GAABXX	25451		public	human gut metagenome
RNA-Seq	210	PRJNA78823	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX111072	589	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-68436	2012-01-21	1352	828	ILLUMINA	2011-12-11	SRR388767	SRS024887	SRP009688	unidentified						B020RACXX								SL-HAR		2					G14381		B020RACXX110818	110818_SL-HAR_0241_BFCB020RACXX	25910		public	human gut metagenome
RNA-Seq	210	PRJNA78823	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX111072	589	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-68436	2012-01-21	1376	844	ILLUMINA	2011-12-11	SRR388768	SRS024887	SRP009688	unidentified						B020RACXX								SL-HAR		3					G14381		B020RACXX110818	110818_SL-HAR_0241_BFCB020RACXX	25910		public	human gut metagenome
RNA-Seq	210	PRJNA78823	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX111072	589	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-68436	2012-01-21	1218	736	ILLUMINA	2011-12-11	SRR388769	SRS024887	SRP009688	unidentified						B020RACXX								SL-HAR		1					G14381		B020RACXX110818	110818_SL-HAR_0241_BFCB020RACXX	25910		public	human gut metagenome
RNA-Seq	210	PRJNA78915	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX112784	500	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-67203	2012-01-21	2318	1224	ILLUMINA	2011-12-21	SRR392003	SRS024887	SRP009911	unidentified						D07MUACXX								SL-HAC		3					G14260		D07MUACXX110714	110714_SL-HAC_0367_AFCD07MUACXX	25817		public	human gut metagenome
RNA-Seq	210	PRJNA78915	SAMN00009845		BI	sra	ncbi		SRX112784	500	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-67203	2012-01-21	2084	1207	ILLUMINA	2011-12-21	SRR392004	SRS024887	SRP009911	unidentified						D07MUACXX								SL-HAC		2					G14260		D07MUACXX110714	110714_SL-HAC_0367_AFCD07MUACXX	25817		public	human gut metagenome
RNA-Seq	210	PRJNA78915	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX112784	500	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-67203	2012-01-21	2110	1254	ILLUMINA	2011-12-21	SRR392005	SRS024887	SRP009911	unidentified						D07MUACXX								SL-HAC		1					G14260		D07MUACXX110714	110714_SL-HAC_0367_AFCD07MUACXX	25817		public	human gut metagenome
RNA-Seq	210	PRJNA78317	SAMN00009845		BI	sra	ncbi		SRX117737	461	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-76223	2012-08-11	1511	897	ILLUMINA	2012-01-24	SRR402201	SRS024887	SRP009667	unidentified						C09ALACXX								SL-HAB		4					G9952		C09ALACXX111205	111205_SL-HAB_0330_AFCC09ALACXX	27249		public	human gut metagenome
RNA-Seq	210	PRJNA78317	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX117737	461	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-76223	2012-08-11	1140	675	ILLUMINA	2012-01-24	SRR402202	SRS024887	SRP009667	unidentified						C09ALACXX								SL-HAB		8					G9952		C09ALACXX111205	111205_SL-HAB_0330_AFCC09ALACXX	27249		public	human gut metagenome
RNA-Seq	160	PRJNA62185	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX118356	165	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71725	2012-08-11	941	601	ILLUMINA	2012-02-01	SRR404005	SRS024887	SRP005635	unidentified						D0755ACXX								SL-HBW		7							D0755ACXX111021	111021_SL-HBW_0134_BFCD0755ACXX	26724		public	human gut metagenome
RNA-Seq	160	PRJNA83153	SAMN00009845		BI	sra	sra-sos	sra-sos.public	SRX120900	450	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-77386	2012-08-11	772	405	ILLUMINA	2012-02-20	SRR410820	SRS024887	SRP010906	unidentified						D0G18ACXX								SL-HAJ		8					G14815		D0G18ACXX111216	111216_SL-HAJ_0208_BFCD0G18ACXX	28102		public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012725	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000017		0	0	ABI_SOLID	2012-04-27	ERR034229	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012725	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000017		0	0	ABI_SOLID	2012-04-27	ERR034230	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012725	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000017		0	0	ABI_SOLID	2012-04-27	ERR034231	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012725	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000017		0	0	ABI_SOLID	2012-04-27	ERR034232	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012725	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000017		0	0	ABI_SOLID	2012-04-27	ERR034233	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012725	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000017		0	0	ABI_SOLID	2012-04-27	ERR034234	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012725	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000017		0	0	ABI_SOLID	2012-04-27	ERR034235	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012725	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000017		0	0	ABI_SOLID	2012-04-27	ERR034236	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012726	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000025		0	0	ABI_SOLID	2012-04-27	ERR034237	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012726	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000025		0	0	ABI_SOLID	2012-04-27	ERR034238	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012726	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000025		0	0	ABI_SOLID	2012-04-27	ERR034239	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012726	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000025		0	0	ABI_SOLID	2012-04-27	ERR034240	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012726	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000025		0	0	ABI_SOLID	2012-04-27	ERR034241	SRS024887	ERP000671	unidentified																											public	human gut metagenome
OTHER	0	PRJEB2536	SAMN00009845		DKFZ-SFG	srf	ftp-ena		ERX012726	0	AB SOLiD System 3.0	SINGLE	cDNA	TRANSCRIPTOMIC	SS000025		0	0	ABI_SOLID	2012-04-27	ERR034242	SRS024887	ERP000671	unidentified																											public	human gut metagenome
WGS	101	PRJEB660	SAMN00009845		TGAC	sra	sra-sos	sra-sos.public	ERX173521	425	Illumina HiSeq 2000	PAIRED	PCR	TRANSCRIPTOMIC		2013-06-13	16153	11393	ILLUMINA	2014-03-18	ERR198832	SRS024887	ERP001980	unidentified																											public	human gut metagenome
miRNA-Seq	51	PRJNA187509	SAMN00009845		THE ROCKEFELLER UNIVERSITY	sra	ncbi		SRX262209	0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-11-14	2719	1780	ILLUMINA	2015-07-22	SRR822432	SRS024887	SRP018255	unidentified																											public	human gut metagenome
miRNA-Seq	51	PRJNA187509	SAMN00009845		THE ROCKEFELLER UNIVERSITY	sra	ncbi		SRX262210	0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2013-04-09	377	268	ILLUMINA	2013-04-11	SRR822449	SRS024887	SRP018255	unidentified																											public	human gut metagenome
miRNA-Seq	36	PRJNA187509	SAMN00009845		THE ROCKEFELLER UNIVERSITY	sra	sra-sos	sra-sos.public	SRX262211	0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-11-14	574	359	ILLUMINA	2015-07-22	SRR822460	SRS024887	SRP018255	unidentified																											public	human gut metagenome
RNA-Seq	202	PRJEB4493	SAMN00009845		TGAC	sra	ncbi		ERX302063	343	Illumina HiSeq 2500	PAIRED	PCR	TRANSCRIPTOMIC		2013-08-25	6255	3997	ILLUMINA	2013-09-03	ERR329079	SRS024887	ERP003786	unidentified																											public	human gut metagenome
RNA-Seq	202	PRJEB4493	SAMN00009845		TGAC	sra	ncbi		ERX302063	343	Illumina HiSeq 2500	PAIRED	PCR	TRANSCRIPTOMIC		2013-08-25	5670	3664	ILLUMINA	2013-09-03	ERR329080	SRS024887	ERP003786	unidentified																											public	human gut metagenome
RNA-Seq	202	PRJEB4493	SAMN00009845		TGAC	sra	ncbi		ERX302063	343	Illumina HiSeq 2500	PAIRED	PCR	TRANSCRIPTOMIC		2013-08-28	6704	4340	ILLUMINA	2013-09-03	ERR329081	SRS024887	ERP003786	unidentified																											public	human gut metagenome
RNA-Seq	202	PRJEB4493	SAMN00009845		TGAC	sra	ncbi		ERX302063	343	Illumina HiSeq 2500	PAIRED	PCR	TRANSCRIPTOMIC		2013-08-25	6834	4388	ILLUMINA	2013-09-03	ERR329082	SRS024887	ERP003786	unidentified																											public	human gut metagenome
RNA-Seq	202	PRJEB4493	SAMN00009845		TGAC	sra	ncbi		ERX302063	343	Illumina HiSeq 2500	PAIRED	PCR	TRANSCRIPTOMIC		2013-08-25	6727	4357	ILLUMINA	2013-09-03	ERR329083	SRS024887	ERP003786	unidentified																											public	human gut metagenome
RNA-Seq	202	PRJEB4493	SAMN00009845		TGAC	sra	ncbi		ERX302063	343	Illumina HiSeq 2500	PAIRED	PCR	TRANSCRIPTOMIC		2013-08-25	6911	4465	ILLUMINA	2013-09-03	ERR329084	SRS024887	ERP003786	unidentified																											public	human gut metagenome
WGA	140	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816971	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV261115	2018-09-26	130	82	ILLUMINA	2018-09-26	ERR2809830	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	135	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816971	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV261115	2018-09-26	174	97	ILLUMINA	2018-09-26	ERR2809831	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	132	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816971	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV261115	2018-09-26	187	107	ILLUMINA	2018-09-26	ERR2809832	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	129	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816971	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV261115	2018-09-26	278	158	ILLUMINA	2018-09-26	ERR2809833	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	131	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816971	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV261115	2018-09-26	141	77	ILLUMINA	2018-09-26	ERR2809834	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	130	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816971	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV261115	2018-09-26	177	104	ILLUMINA	2018-09-26	ERR2809835	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	133	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816971	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV261115	2018-09-26	164	93	ILLUMINA	2018-09-26	ERR2809836	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	140	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816971	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV261115	2018-09-26	99	60	ILLUMINA	2018-09-26	ERR2809837	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	133	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816971	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV261115	2018-09-26	159	89	ILLUMINA	2018-09-26	ERR2809838	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	136	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816971	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV261115	2018-09-26	145	84	ILLUMINA	2018-09-26	ERR2809839	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	133	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	99	52	ILLUMINA	2018-09-26	ERR2809840	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	135	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	57	32	ILLUMINA	2018-09-26	ERR2809841	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	133	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	123	63	ILLUMINA	2018-09-26	ERR2809842	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	128	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	128	64	ILLUMINA	2018-09-26	ERR2809843	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	131	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	106	58	ILLUMINA	2018-09-26	ERR2809844	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	136	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	100	51	ILLUMINA	2018-09-26	ERR2809845	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	133	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	80	44	ILLUMINA	2018-09-26	ERR2809846	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	145	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	3	2	ILLUMINA	2018-09-26	ERR2809847	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	130	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	108	55	ILLUMINA	2018-09-26	ERR2809848	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	130	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	111	54	ILLUMINA	2018-09-26	ERR2809849	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	131	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	83	43	ILLUMINA	2018-09-26	ERR2809850	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	130	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816972	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV200116	2018-09-26	92	49	ILLUMINA	2018-09-26	ERR2809851	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	126	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816973	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV170815	2018-09-26	331	157	ILLUMINA	2018-09-26	ERR2809852	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	132	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816973	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV170815	2018-09-26	261	125	ILLUMINA	2018-09-26	ERR2809853	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	134	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816973	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV170815	2018-09-26	216	104	ILLUMINA	2018-09-26	ERR2809854	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	138	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816973	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV170815	2018-09-26	442	220	ILLUMINA	2018-09-26	ERR2809855	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	133	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816973	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV170815	2018-09-26	129	65	ILLUMINA	2018-09-26	ERR2809856	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	133	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816973	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV170815	2018-09-26	177	88	ILLUMINA	2018-09-26	ERR2809857	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	131	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816973	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV170815	2018-09-26	213	103	ILLUMINA	2018-09-26	ERR2809858	SRS024887	ERP110996	unidentified																											public	human gut metagenome
WGA	133	PRJEB28749	SAMN00009845		INSTITUTE OF AQUACULTURE, UNIVERSITY OF STIRLING,	sra	sra-sos	sra-sos.public	ERX2816973	600	Illumina MiSeq	PAIRED	cDNA	VIRAL RNA	IPNV170815	2018-09-26	151	73	ILLUMINA	2018-09-26	ERR2809859	SRS024887	ERP110996	unidentified																											public	human gut metagenome
